1650962108.9293303	2	-1.8674773	3.0262709	8.992621	-2.3223755	2.6384103	9.064447	-2.2888567	0.6607997	6.871359	-7.97748	-2.8778305	3.4572272	-9.720459	-2.60968	1.6089035	-11.683704	-8.025364	8.408437	-0.5410896	6.2105594	-8.259995	-2.5713725	8.350976	-3.3997664	-3.1124623	7.7428484	-3.8546648	-3.0933087	7.843405	-3.9360676	-2.9831753	7.800309	-3.9312792	-3.0023289	7.680599	-3.8977604	-3.0310593	7.8050976	-3.8355112	-2.992752	7.809886	-3.8977604	-2.9783869	7.819463	-3.8977604	-2.9783869	7.795521	-3.8163576
1650962189.7024522	2	-2.327164	2.8203697	11.027693	-1.5849615	1.8052281	9.816227	-1.6232687	1.4221559	10.156203	-1.0007763	0.7757214	8.858546	-19.278112	-11.271901	-0.5602432	-0.05267244	8.6095495	-6.83784	-2.8443117	7.589619	-4.6160207	-2.695871	7.52737	-4.510676	-2.954445	7.6853876	-4.5537715	-2.8107927	7.551312	-4.486734	-2.8491	7.5848308	-4.4819455	-2.834735	7.589619	-4.390966	-2.8874073	7.6853876	-4.4675803	-2.9400797	7.5944076	-4.343082	-2.8299465	7.599196	-4.4915223	-2.8538885	7.6470804	-4.5920787
1650962302.907025	2	-1.163582	1.8291701	9.581595	-1.6759412	0.8379706	9.672575	-9.193734	-7.9822683	0.60333884	-6.0956373	-0.6799533	11.544841	1.0247183	8.078036	-4.5681367	-3.7349546	7.3406224	-4.1802764	-1.733402	7.8625584	-4.4580035	-1.7621324	7.8912888	-4.596867	-1.6472107	7.9152308	-4.4723687	-1.8004397	7.8386164	-4.6830587	-1.70946	7.6949644	-4.721366	-1.5993267	7.565677	-4.975151	-1.757344	7.7189064	-4.8602295	-1.757344	7.680599	-4.7261543	-1.7381904	7.6853876	-4.721366	-1.7621324	7.7093296	-4.6686935
1650962407.6399746	2	-9.370906	-4.572925	1.9967642	-8.714894	-3.691859	-1.13964	-9.476251	-1.9632454	1.9632454	-9.308656	-0.7134721	0.29688102	-7.422025	-1.8914193	2.0925324	-10.582372	1.8818425	2.1978772	4.4915223	7.651869	-1.6807296	-0.5315128	8.772355	1.7238252	0.24420857	8.858546	2.1452048	0.272939	8.853758	2.4277205	0.320823	8.78672	2.4133554	0.320823	8.839393	2.3415294	0.320823	8.801085	2.4516625	0.22984336	8.872911	2.2840683	0.25857377	8.7292595	2.4229321	0.320823	9.514558	-0.7469909
1650962512.8998957	2	-11.224017	-6.033388	0.56982	-15.361198	2.1547816	8.662222	-11.089942	-4.654328	1.4269443	-8.916007	-3.107674	-0.07182605	2.6192567	5.0613422	-3.8738184	-2.078167	8.365341	-2.9975405	-1.9871874	8.288726	-3.3614593	-2.1547816	8.341399	-3.1890767	-2.1547816	8.288726	-3.145981	-2.2457612	8.274361	-3.2034419	-2.1164744	8.288726	-3.2273839	-2.1930888	8.250419	-3.217807	-2.1547816	8.379706	-3.217807	-2.2218192	8.250419	-3.2800562	-2.2936451	8.327033	-3.2944214	-2.1260512	8.331821	-3.1986535
1650962583.1820152	2	-8.949526	-3.4141316	0.15801731	-2.705448	-0.49320555	-1.1971009	-10.117896	-1.8195933	-0.35913026	-12.29662	-1.733402	2.360683	-9.840169	-2.3080103	-1.091756	-7.053318	-1.8387469	-6.3925185	15.380352	-30.358477	-4.4196963	2.992752	-9.730036	-3.596091	1.8148049	-9.361329	-4.2042184	1.8195933	-9.3661175	-4.2760444	1.8195933	-9.399636	-4.295198	1.8052281	-9.414001	-4.1132383	1.9728222	-9.299079	-4.285621	1.8052281	-9.399636	-4.3766007	1.8818425	-9.260772	-4.3478703	1.5849615	-9.251195	-4.6255975
1650962622.0932868	2	-10.237606	-3.2609026	0.7757214	-10.237606	-3.3327289	1.2306197	-11.022904	-3.3183637	1.5227122	-9.80665	0.770933	-1.7381904	-9.840169	2.15957	-3.9552212	8.920795	-5.741296	-2.0925324	4.6591167	-5.4922986	-7.144298	4.4819455	-5.7125654	-7.067683	4.5394063	-5.6646814	-7.2209125	4.7165775	-5.6551046	-7.2352777	4.4915223	-5.506664	-7.1634517	4.5777135	-5.7365074	-7.1490865	4.630386	-5.7748146	-7.297527	4.5202527	-5.592855	-7.1873937	4.596867	-5.6215854	-7.177817	4.606444	-5.7029886	-7.2065473
1650962651.0059273	2	-9.169792	-4.687847	0.81402856	-8.269572	-1.0055647	-3.3423057	-5.0517654	1.8914193	-8.0684595	2.834735	-8.714894	7.8529816	4.606444	-6.9048777	-6.8186865	3.241749	-7.369353	-6.5840545	3.1555579	-7.3310456	-7.120356	3.1555579	-7.062895	-6.823475	3.1364043	-7.1395097	-6.7947445	3.2082303	-7.0581064	-6.8761473	3.1411927	-7.0102224	-6.83784	3.1747115	-7.038953	-6.751649	3.1411927	-7.053318	-6.7947445	3.2704794	-7.1395097	-6.775591	3.2273839	-7.2113357	-6.7564373	3.0789435	-7.029376	-6.7803793
